text,label,source
A bushfire disrupts transport services in the region.,0,hard_negative
A cold front forces schools and offices to close.,0,hard_negative
The health department announces a trial of renewable energy storage.,0,hard_negative
The housing market shows slower growth in major cities.,0,hard_negative
The weather bureau maps changes in the national coastline.,0,hard_negative
A research institute updates guidance for respiratory illness.,0,hard_negative
The weather bureau announces a trial of renewable energy storage.,0,hard_negative
A research institute receives funding for cancer research.,0,hard_negative
The government opens three regional vaccination centres.,0,hard_negative
Dense fog leads authorities to open evacuation centres.,0,hard_negative
Doctors announces scholarships for rural students.,0,hard_negative
Emergency services resume classes after the summer break.,0,hard_negative
NASA launches a new weather observation satellite.,0,hard_negative
Heavy rainfall forces schools and offices to close.,0,hard_negative
The housing market reports a fall in annual inflation.,0,hard_negative
Commuters are thrilled by a public consultation held after the decision was already made.,1,hard_positive
A university team releases findings from a five-year study.,0,hard_negative
Public hospitals extend opening hours during winter.,0,hard_negative
The coastal road resumes operations after severe weather.,0,hard_negative
The court will deliver its decision in the case on Friday morning.,0,hard_negative
The national broadcaster announced changes to its regional news schedule.,0,hard_negative
NASA releases findings from a five-year study.,0,hard_negative
A university team discovers evidence of water beneath the surface.,0,hard_negative
The government confirms upgrades to the national rail network.,0,hard_negative
The election commission publishes updated electricity market rules.,0,hard_negative
Scientists are stunned to learn the fourth electricity price increase this year.,1,hard_positive
A research institute announces scholarships for rural students.,0,hard_negative
Commuters are thrilled by the discovery that water remains wet.,1,hard_positive
Parliament announces additional support for public schools.,0,hard_negative
The local currency remain steady during the holiday period.,0,hard_negative
Parents are delighted by record rent increases across every major city.,1,hard_positive
The new metro station introduces new security screening equipment.,0,hard_negative
Hospital celebrates shorter waiting lists by changing the definition of waiting.,1,hard_positive
Nation celebrates an exciting new opportunity to pay higher taxes.,1,hard_positive
Researchers begins a study of coastal erosion.,0,hard_negative
The central bank increase during the latest quarter.,0,hard_negative
Coastal flooding causes flooding across northern communities.,0,hard_negative
The national university report an increase in seasonal flu cases.,0,hard_negative
The national university begin using a new patient booking system.,0,hard_negative
The national cabinet confirms upgrades to the national rail network.,0,hard_negative
A heatwave cuts power to thousands of households.,0,hard_negative
The medical regulator updates guidance for respiratory illness.,0,hard_negative
Government confirms the best way to reduce paperwork is to introduce more paperwork.,1,hard_positive
Officials proudly announce a helpful new form requiring twelve additional forms.,1,hard_positive
Scientists are stunned to learn the discovery that water remains wet.,1,hard_positive
